epoch, time, d_loss, g_loss, np, qed, logp, sa, valid_score, unique_score
1,29.501309633255005,8.369058609008789,0.5611424446105957,0.8805311029385168,0.454002277758523,0.2766157518401437,0.2984556588433817,1.0,1.0
2,30.324025869369507,8.809589385986328,0.5611424446105957,0.892858264137132,0.4681127885525745,0.29307575510503886,0.32386482263140254,1.0,1.0
3,29.382246255874634,8.962157249450684,0.5611424446105957,0.8879613124622425,0.46658427593228935,0.27583426311178255,0.320830057582463,1.0,1.0
4,28.395429372787476,8.186885833740234,0.5611424446105957,0.8828207331795441,0.4610975235663606,0.28493382360198116,0.3086365387653365,1.0,1.0
5,53.62163519859314,7.806336402893066,0.6227962970733643,nan,nan,nan,nan,nan,0.75
6,29.270223140716553,7.4438796043396,0.6227962970733643,0.8528887416126449,0.47364225476264293,0.30304734722179316,0.3686400365275248,1.0,1.0
7,29.253464221954346,7.157191276550293,0.6227962970733643,0.870900957196435,0.465634648397815,0.28813304553157887,0.3388678018440435,1.0,1.0
8,29.221428632736206,7.269610404968262,0.6227962970733643,0.9204084414097014,0.4590750432692137,0.2781677461256845,0.3232670606416878,1.0,1.0
9,30.365954637527466,6.869086265563965,0.6227962970733643,0.8888490088087756,0.4591210799439165,0.2933203369876523,0.3141886309222977,1.0,1.0
10,55.645291566848755,6.658984184265137,0.6867372989654541,nan,nan,nan,nan,nan,0.75
11,29.85914373397827,6.682672500610352,0.6867372989654541,0.8668819119868569,0.4546014906737931,0.26344070683610094,0.35678036767090165,1.0,1.0
12,28.720468759536743,6.5164289474487305,0.6867372989654541,0.8892975387251619,0.46064163661281643,0.31228185329340774,0.30973299560869627,1.0,1.0
13,29.341444969177246,5.923117637634277,0.6867372989654541,0.8945358986078904,0.46217046249581545,0.2914245080156154,0.30649458044163763,1.0,1.0
14,29.682095766067505,5.8609089851379395,0.6867372989654541,0.8839452009952109,0.45892379012844625,0.2707545140248216,0.359476025539701,1.0,1.0
15,55.14180517196655,5.7429022789001465,0.7468026280403137,nan,nan,nan,nan,nan,0.75
16,30.062124967575073,5.318380355834961,0.7468026280403137,0.8989086092103543,0.47584285277911753,0.29492337254083867,0.327958271361159,1.0,1.0
17,32.20359706878662,5.105188846588135,0.7468026280403137,0.892882939857155,0.4701469986517324,0.28655453065995135,0.32705979379944844,1.0,1.0
18,30.35996127128601,5.410522937774658,0.7468026280403137,0.893121310372231,0.45433469498042717,0.28970776053923053,0.32829332326843025,1.0,1.0
19,30.874332189559937,5.809011936187744,0.7468026280403137,0.9000774098251613,0.4577256416163197,0.29094108669063196,0.31571599321985333,1.0,1.0
20,55.25690531730652,4.7615838050842285,0.7619620561599731,nan,nan,nan,nan,nan,0.75
21,28.518587112426758,4.960827350616455,0.7619620561599731,0.896469529595668,0.46167426260516486,0.2913398045494816,0.3057031686915688,1.0,1.0
22,28.958234548568726,4.571164131164551,0.7619620561599731,0.901121814799257,0.46420315399641915,0.2902884928203621,0.3040372810154034,1.0,1.0
23,29.71500253677368,4.422580242156982,0.7619620561599731,0.8855642233593745,0.4509595662661062,0.2979070133512448,0.3117017172669212,1.0,1.0
24,28.492847204208374,4.176261901855469,0.7619620561599731,0.8833274982735839,0.4698630175192565,0.29219780915219534,0.2905172307431492,1.0,1.0
25,53.77512073516846,4.22946834564209,0.8315383195877075,nan,nan,nan,nan,nan,0.75
26,28.371753692626953,3.7047505378723145,0.8315383195877075,0.9070176355820272,0.47415892214999456,0.3064101566139651,0.31238452566130637,1.0,1.0
27,28.440831422805786,3.34721302986145,0.8315383195877075,0.8717949433340266,0.4695531671437764,0.2987170243004398,0.3271878228391291,1.0,1.0
28,28.390921115875244,2.7051174640655518,0.8315383195877075,0.8951879263923519,0.4542878722917015,0.283063839361211,0.2928894707196549,1.0,1.0
29,28.412981510162354,2.6976218223571777,0.8315383195877075,0.8959235595077973,0.44306895234410876,0.29071918863206764,0.30947698753654884,1.0,1.0
30,62.839948415756226,2.434753894805908,0.8713704347610474,nan,nan,nan,nan,nan,0.75
31,30.77750253677368,2.3992252349853516,0.8713704347610474,0.8907178853937787,0.46217086505630334,0.29566501164343895,0.35456504916371845,1.0,1.0
32,30.802948474884033,1.8882335424423218,0.8713704347610474,0.9128277226904837,0.4653646259105635,0.28858455645387654,0.31521734560720244,1.0,1.0
33,30.7018039226532,2.096402645111084,0.8713704347610474,0.9219258064146336,0.45248578026124453,0.2815196912608399,0.24871869892439039,1.0,1.0
34,30.50927996635437,1.8536217212677002,0.8713704347610474,0.8870956788173409,0.4677692964640092,0.2933647907257719,0.30165296968328487,1.0,1.0
35,57.899935483932495,2.311973810195923,0.9602348804473877,nan,nan,nan,nan,nan,0.75
36,30.352620840072632,1.823891043663025,0.9602348804473877,0.8713124206350292,0.4631238513823839,0.28061871478904904,0.30522532228917604,1.0,1.0
37,30.379554510116577,1.5841984748840332,0.9602348804473877,0.8748373486973864,0.45962795911662485,0.28340101912268856,0.3226725976309831,1.0,1.0
38,28.589567184448242,1.1876978874206543,0.9602348804473877,0.889878038134472,0.4538126116071012,0.2683383546378506,0.3101304516327328,1.0,1.0
39,28.549497604370117,1.5962644815444946,0.9602348804473877,0.8745115982906765,0.46183776542436394,0.2801145356969826,0.3484159413685516,1.0,1.0
40,54.05428147315979,0.8960326910018921,1.081481695175171,nan,nan,nan,nan,nan,0.75
41,28.58134126663208,0.6352260112762451,1.081481695175171,0.8773647177956745,0.45666314682504944,0.27403214916653823,0.371801371376693,1.0,1.0
42,28.60234236717224,1.2869898080825806,1.081481695175171,0.8820548944990202,0.459998861490417,0.28252647118359336,0.29920052830855925,1.0,1.0
43,28.56034755706787,0.6065303087234497,1.081481695175171,0.9049170773371606,0.4677398810318085,0.30046919315346754,0.3350289539025368,1.0,1.0
44,28.5878267288208,0.4689958095550537,1.081481695175171,0.8862237579077222,0.4676531682973564,0.27195364854323567,0.3471171294496313,1.0,1.0
45,54.029484272003174,0.5689131021499634,1.1383219957351685,nan,nan,nan,nan,nan,0.75
46,28.867203950881958,0.6123359203338623,1.1383219957351685,0.8795045756619478,0.46016510409479855,0.30313190026226144,0.3231302883928955,1.0,1.0
47,28.587358951568604,0.33047592639923096,1.1383219957351685,0.9128123151053402,0.47555377068969396,0.3027242382190297,0.30722781483506023,1.0,1.0
48,28.537675380706787,0.07693397998809814,1.1383219957351685,0.8949078307613533,0.4562895031123694,0.2846223392307962,0.3360906340207477,1.0,1.0
49,28.548707008361816,-0.033267974853515625,1.1383219957351685,0.9063803644959734,0.46038427571766705,0.28544179643845474,0.2924375245185783,1.0,1.0
50,53.94375562667847,0.014811396598815918,1.2874798774719238,nan,nan,nan,nan,nan,0.75
51,28.544453382492065,-0.37066054344177246,1.2874798774719238,0.8352683175675896,0.4639632416979902,0.28465160712268694,0.3508896302757878,1.0,1.0
52,28.6446852684021,-0.79133141040802,1.2874798774719238,0.8892216070492365,0.45893386978000217,0.2972669520241703,0.32436722481250035,1.0,1.0
53,28.532245874404907,-0.6501446962356567,1.2874798774719238,0.8768902813815606,0.45777997760288897,0.27948720648889114,0.30236098437774,1.0,1.0
54,28.57646656036377,-0.6643530130386353,1.2874798774719238,0.8821019878667136,0.4646924878569324,0.2945439180886259,0.3521253588238256,1.0,1.0
55,54.07148504257202,-0.685758113861084,1.3466166257858276,nan,nan,nan,nan,nan,0.75
56,28.460770845413208,-0.8641886711120605,1.3466166257858276,0.865177940602951,0.46178972261162266,0.31005012884837896,0.33011905307163897,1.0,1.0
57,28.573654890060425,-0.977196455001831,1.3466166257858276,0.8923693776707724,0.44095432610346613,0.2705578379060553,0.33484222021752086,1.0,1.0
58,28.45455265045166,-0.8877379894256592,1.3466166257858276,0.9019339145043803,0.4665613631131198,0.2874230814849517,0.31632303191792965,1.0,1.0
59,28.549195766448975,-1.105787992477417,1.3466166257858276,0.8971880604364256,0.4622464985882455,0.29980673237191513,0.3327151174804482,1.0,1.0
60,54.065205335617065,-1.2836397886276245,1.4458746910095215,nan,nan,nan,nan,nan,0.75
61,28.610070943832397,-1.2751085758209229,1.4458746910095215,0.9028179499082876,0.45305563955634176,0.27989394304716675,0.30015974198070866,1.0,1.0
62,28.994688749313354,-1.479334831237793,1.4458746910095215,0.8777832037299598,0.4609285926634426,0.27689705095168243,0.3104090157383456,1.0,1.0
63,28.53678870201111,-1.6435102224349976,1.4458746910095215,0.8668322406396215,0.46107049652519505,0.2814101675582267,0.30564592228413057,1.0,1.0
64,28.670445680618286,-1.7795737981796265,1.4458746910095215,0.8939080098184483,0.4624562583649947,0.2896089411808824,0.3136258807392902,1.0,1.0
65,54.04641103744507,-1.8618983030319214,1.4707921743392944,nan,nan,nan,nan,nan,0.75
66,28.459561109542847,-1.9364917278289795,1.4707921743392944,0.8824129464415011,0.4650590294647912,0.2829944618435715,0.3274171794522563,1.0,1.0
67,28.599915742874146,-1.6019535064697266,1.4707921743392944,0.8717377453755264,0.46908254557439955,0.2891171800979509,0.31368281108887713,1.0,1.0
