5,56.556363105773926,7.402497291564941,0.09234137833118439,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
10,55.26819705963135,6.6578874588012695,0.1404632329940796,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
15,55.83064031600952,5.746410369873047,0.21218277513980865,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
20,55.043914794921875,4.969605922698975,0.2394428253173828,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
25,54.965943813323975,3.9346396923065186,0.27674156427383423,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
30,55.16106200218201,2.9415719509124756,0.3410223126411438,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
35,55.03917074203491,1.9851807355880737,0.41647857427597046,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
40,55.0276620388031,1.4158873558044434,0.49481746554374695,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
45,55.1716947555542,0.4946725368499756,0.5850743055343628,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
50,55.084232568740845,-0.01067662239074707,0.7050046324729919,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
55,56.52342391014099,-0.5410043597221375,0.8119201064109802,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
60,58.002117395401,-1.035944938659668,0.9197092056274414,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
65,55.14244318008423,-1.4314486980438232,0.9536473155021667,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
70,54.8469033241272,-1.6759790182113647,1.0797027349472046,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
75,55.0532443523407,-1.9499362707138062,1.16368567943573,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
80,54.88449811935425,-2.2105321884155273,1.28782057762146,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
85,54.89094877243042,-2.2530155181884766,1.3617509603500366,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
90,54.885844230651855,-2.6593916416168213,1.4565787315368652,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
95,54.82305288314819,-2.872112274169922,1.5696221590042114,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
100,54.85216021537781,-0.8706068992614746,1.6083523035049438,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
105,54.85739302635193,-1.877188801765442,1.5816861391067505,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
110,55.01177906990051,-2.951859712600708,1.5925931930541992,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
115,54.847837924957275,-3.134671926498413,1.6259843111038208,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
120,54.67745780944824,-3.164700746536255,1.6388299465179443,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
125,54.8300244808197,-3.307037115097046,1.6111536026000977,nan,nan,nan,nan,nan,0.11783951472333933,0.0,0,nan
