5,22.93468988235943
10,22.20360331117452
35,21.95449840010015
80,21.72556098240043
145,21.6794833886788
160,21.236760581595302
165,21.02379604162864
195,20.85665361461421
230,20.83266665599966
240,20.73644135332772
300,20.174241001832016
305,20.0
340,19.570385790780925
370,19.313207915827967
435,18.24828759089466
520,17.08800749063506
560,17.05872210923198
610,16.61324772583615
635,15.874507866387544
690,15.588457268119896
905,15.491933384829668
925,15.0
960,14.247806848775006
965,14.071247279470288
1180,13.92838827718412
1185,12.206555615733702
2030,11.575836902790225
2300,10.954451150103322
2580,7.615773105863909
